Review Name,Review Text,Review Time,Rating,Sentiment,Label
Amy Nguyen,"Wifi hư 3 ngày, gọi lên thì cứ báo chờ tổng đài liên hệ. Ai rảnh đâu ôm ĐT cả ngày chờ ĐT tổng đài. Tại sao ko cho kỹ thuật xuống trực tiếp mà cứ gọi lên thì báo chờ tổng đài. Rồi lúc rảnh ko gọi đâu, canh lúc bận gọi cái gọi lại thì ko được. Cứ luẩn quẩn rồi ko ai xuống sửa luôn. Sao bạn bắt điện thoại ko báo kỹ thuật xuống xem giùm đi. Quá mệt mỏi!",2 tháng trước,1 sao,Tiêu cực,0
thoa trinh,Làm ăn không rõ ràng rất thiếu chuyên nghiệp,2 tuần trước,1 sao,Tiêu cực,0
Hung Nguyen Van,"Wifi nhanh, mạnh, truyền hình xài tốt, camera sắc nét, bảo mật, an toàn. Ai lắp anh giới thiệu",một năm trước,5 sao,Tích cực,1
Thu Lê,Mạng và truyền hinh xài rất tốt,4 năm trước,5 sao,Tích cực,1
Truong Huynh,"mạng và truyền hình sử dụng rất tốt, ai lắp anh giới thiệu cho",3 năm trước,5 sao,Tích cực,1
DươngTV TV,"Mạng xài tốt đấy, mọi người nên sử dụng",5 năm trước,5 sao,Tích cực,1
Thiện Nguyễn,Mạng và truyền hình sử dụng quá tốt. Ai lắp chị giới thiệu cho,4 năm trước,5 sao,Tích cực,1
trinh ta,"Mạng xài rất tốt,  truyền hình hay,  nhân viên nhiệt tình",5 năm trước,5 sao,Tích cực,1
Long Lưu,Mạng và truyền hình xài tốt. Hình ảnh đẹp chất lượng cao,5 năm trước,5 sao,Tích cực,1
Thu Vũ,Mạng và truyền hình quá tuyệt vời. Ai lắp chị giới thiệu cho. Chị thích nhất cái truyền hình,4 năm trước,5 sao,Tích cực,1
khoa nguyen,mạng và truyền hình xài quá tốt,5 năm trước,5 sao,Tích cực,1
Tuyen bui,Mạng và truyền hình xài rất tốt,4 năm trước,5 sao,Tích cực,1
Cảnh Nhật,"Mạng xài tốt ổn định, ai lắp anh giới thiệu",3 năm trước,5 sao,Tích cực,1
Dương Lê Phạm Thùy,Mạng và truyền hình sử dụng rất tốt. Có thêm ứng dụng học online chị rất thích,4 năm trước,5 sao,Tích cực,1
Nam My,Mạng và truyền hình sử dụng rất tốt. Phim hay cập nhật liên tục. Wifi mạnh,4 năm trước,5 sao,Tích cực,1
Ngọc Thông Võ Nguyễn,Mạng và truyền sử dụng rất tốt,4 năm trước,5 sao,Tích cực,1
Tuc Luong,Mạng và truyền hình sử dụng quá tốt,5 năm trước,5 sao,Tích cực,1
Truyền Phạm,"Mạng và truyền hình xài tốt , ai lắp chị giới thiệu",5 năm trước,5 sao,Tích cực,1
Linh Trần,Mạng sử dụng rất tốt. Ai lắp chị giới thiệu cho,4 năm trước,5 sao,Tích cực,1
phong pham,"Mạng xài rất tốt, ai lắp anh giới thiệu",3 năm trước,5 sao,Tích cực,1
Thùy Trang Võ Thị,Truyền hình rất đẹp. Nhiều chương trình. Mạng tốt,5 năm trước,5 sao,Tích cực,1
Bao Pham,"Mạng xài rất tốt, ai lắp chú giới thiệu cho",5 năm trước,5 sao,Tích cực,1
Mãn Tạ Văn,"Lắp mạng rất tốt, truyền hình rất đẹp. Nội dung phong phú",4 năm trước,5 sao,Tích cực,1
Nguyen Lam,"Mạng xài tốt nhé, ai lắp em giới thiệu cho",5 năm trước,5 sao,Tích cực,1
Ly Nguyen,"Mạng sử dụng tốt, wifi khỏe , truyền hình nhiều chương trình hay, cho 5 sao",5 năm trước,5 sao,Tích cực,1
Anh Lê,Mạng xài rất tốt. Truyền hình đẹp,5 năm trước,5 sao,Tích cực,1
bình ngô,Mạng và truyền hình sử dụng rất tốt. Ai lắp anh giới thiệu,4 năm trước,5 sao,Tích cực,1
Son Nguyen,Mạng xài rất tốt. Truyền hình quá net,5 năm trước,5 sao,Tích cực,1
Mai Liên Nguyễn,Mạng và truyền hình xài quá tốt 5 *,5 năm trước,5 sao,Tích cực,1
Thuận Nguyễn,Mạng và truyền hình xài rất tốt,5 năm trước,5 sao,Tích cực,1
Duoc Nguyen,Mạng và truyền hình xài rất tôt,5 năm trước,5 sao,Tích cực,1
Phuong Tran,Mạng và truyền hình sd quá tốt,5 năm trước,5 sao,Tích cực,1
Minh Tâm câuđolatiên,Mạng sd rất tốt. Ai lắp chị giới thiệu,5 năm trước,5 sao,Tích cực,1
Nguyên Trần Kim,Mang va truyen hinh xai rat tot,4 năm trước,5 sao,Tích cực,1
Hue Pham,mạng xài rất tốt,4 năm trước,5 sao,Tích cực,1
Dat Anh,"Mạng xài hơi bị tốt, không lag giật, xem phim chơi pug tốt",5 năm trước,5 sao,Tích cực,1
thanhngatan tranthanhnga,Mang va truyen hinh su dung rat tot,4 năm trước,5 sao,Tích cực,1
Name No,Mạng và truyền hình sd rất tốt,4 năm trước,5 sao,Tích cực,1
Huyen Nguyen,"Mang xai rat tot, ai lap toi gioi thieu them cho",5 năm trước,5 sao,Tích cực,1
Tuyêt Lưu,Mang va truyen Hinh xài rất tốt,4 năm trước,5 sao,Tích cực,1
Cam Pham,Mang xai tot. Ai co nhu cau lap toi gioi thieu cho,5 năm trước,5 sao,Tích cực,1
Văn Hưng phạm,Mạng xài tốt,5 năm trước,5 sao,Tích cực,1
Kim Chi Đinh,Mang va truyen hinh sd rat tot,4 năm trước,5 sao,Tích cực,1
Duyen KIeu,"Mang xai rat tot,  ai lap co gioi thieu",5 năm trước,5 sao,Tích cực,1
ruokieg Ph,Mạng và truyền hình fpt sử dụng rất tốt,4 năm trước,5 sao,Tích cực,1
Văn Chiến Nguyễn,Mạng và truyền hình sử dụng rất tốt. Ai lắp anh giới thiệu,4 năm trước,5 sao,Tích cực,1
Ban Phan van,Mạng internet wifi xài quá tốt. Ai lắp anh giới thiệu,4 năm trước,5 sao,Tích cực,1
Thiện Lâm Đinh,"Mạng xài tốt, truyền hình hay",5 năm trước,5 sao,Tích cực,1
Liên Nhỏ,Mạng xài rất tôtd,5 năm trước,5 sao,Tích cực,1
Thảo Hồ Đoàn Phương,Mạng rất tốt. Ai lắp chị giới thiệu,4 năm trước,5 sao,Tích cực,1
Tam Tran,Mạng và truyền hình xài rất tốt,5 năm trước,5 sao,Tích cực,1
Khanh Phung,mạng sử dụng rất tốt,4 năm trước,5 sao,Tích cực,1
Ngọc Thảo Lê,Mang va truyen hinh xai rat tot,5 năm trước,5 sao,Tích cực,1
Phuong Do,Mạng xài rất tốt,3 năm trước,5 sao,Tích cực,1
Dung Lê anh,Mang va truyen hinh su dung rat tot,4 năm trước,5 sao,Tích cực,1
Tân Phùng,Mạng và truyền hình sử dụng rất tốt,5 năm trước,5 sao,Tích cực,1
Vuong Nguyen,Mạng rất tốt,4 năm trước,5 sao,Tích cực,1
Minhcong Le,Dịch vu tot. Nhan vien tânh tình,5 năm trước,5 sao,Tích cực,1
tam nguyen,Mạng xài tốt,5 năm trước,5 sao,Tích cực,1
Nguyet Do,Mạng cáp quang fpt đà lạt sử dụng quá tốt,4 năm trước,5 sao,Tích cực,1
Phuc Nguyen Phan,Fpt play bộc sử dụng quá tốt. Chú rất thích,4 năm trước,5 sao,Tích cực,1
Cuu Ho,"Mạng xài rất tốt, ai lắp chú giới thiệu",5 năm trước,5 sao,Tích cực,1
Ha Nguyen,Mang xai rất tot,5 năm trước,5 sao,Tích cực,1
Le Nam,Mạng và truyền hình sử dụng rất tốt. Ai lắp anh giới thiệu,4 năm trước,5 sao,Tích cực,1
Lai Nguyen thi,Mang va truyen hinh qua tot,4 năm trước,5 sao,Tích cực,1
Đi Võ,Truyen hinh su dung rat tot,4 năm trước,5 sao,Tích cực,1
MINH LÊ,Mạng xài rất tốt. Ai lắp cô giới thiệu,5 năm trước,5 sao,Tích cực,1
Trân Bảo,Truyền hình fpt play box sử dụng rất hay,4 năm trước,5 sao,Tích cực,1
Luong Le,Mang cai rất tot,5 năm trước,5 sao,Tích cực,1
Phuongtrang Vo,Truyền hình xài rất tốt,5 năm trước,5 sao,Tích cực,1
Tiễn Hồ,Mạng và truyền hình xài rất tốt,5 năm trước,5 sao,Tích cực,1
Kim chi Bui,"Mang xai rat tot, wifi manh",5 năm trước,5 sao,Tích cực,1
Thanh Truong,Mạng rất nhanh,3 năm trước,5 sao,Tích cực,1
Huy Quang,Mạng và tivi xài rất tốt,4 năm trước,5 sao,Tích cực,1
Vuong Giang Chau,Mạng sử dụng rất tốt,4 năm trước,5 sao,Tích cực,1
So Doan,Mang va truyen hinh xai rat tot,5 năm trước,5 sao,Tích cực,1
dtvt thanh,Mang va truyen hinh su dung rat tot,4 năm trước,5 sao,Tích cực,1
ha Mai,Mạng rất tốt,5 năm trước,5 sao,Tích cực,1
Nga Vũ,Mang cái rất tốt,5 năm trước,5 sao,Tích cực,1
Vy Huỳnh,Mang sd quá tốt,5 năm trước,5 sao,Tích cực,1
Nguyễn Hào,Mạng và truyền hình sử dụng rất tốt,4 năm trước,5 sao,Tích cực,1
Dung Tran,Mạng qUÁ TỐT,5 năm trước,5 sao,Tích cực,1
huynh trinh,Mangh xai rat tot,5 năm trước,5 sao,Tích cực,1
Quang Dung Le,Mạng xài rất tốt,5 năm trước,5 sao,Tích cực,1
tungcanh haiau,Truyền hình cáp quang fpt quá tuyệt,5 năm trước,5 sao,Tích cực,1
Cuong Trinh,Mang xai rat tot,4 năm trước,5 sao,Tích cực,1
Lo Hieng,Truyền hình fpt play box quá tuyệt,5 năm trước,5 sao,Tích cực,1
Sang Nguyen,Mang xài qua tot,5 năm trước,5 sao,Tích cực,1
Thu Tran,"Mang xài tốt , nên xài",5 năm trước,5 sao,Tích cực,1
Mai Nguyen,Mang xài tốt,5 năm trước,5 sao,Tích cực,1
Quy Quyluong,Mang internet su dung qua tot,4 năm trước,5 sao,Tích cực,1
Thị Thúy Bùi,Mang qua manh va nhanh,4 năm trước,5 sao,Tích cực,1
Thảo Nhi Nguyễn,"Truyền hình quá hay, good",5 năm trước,5 sao,Tích cực,1
Trâm Bùi,Mạng sử dụng rất tốt,4 năm trước,5 sao,Tích cực,1
Thu Thái Huỳnh,Rất tốt,5 năm trước,5 sao,Tích cực,1
Dương Lê,Mạng sd rất tốt,5 năm trước,5 sao,Tích cực,1
Hữu Hợi Đặng,Mạng và truyền hình sử dụng rất tốt,4 năm trước,5 sao,Tích cực,1
mobile game,Mạng xài rất tốt,5 năm trước,5 sao,Tích cực,1
Trang Nguyễn,Mang xai rat tot,5 năm trước,5 sao,Tích cực,1
Mặt Sệ Win,Mạng và truyrnf hình sử dụng rất tốt,4 năm trước,5 sao,Tích cực,1
Đồng Lò,Mang rat tot,4 năm trước,5 sao,Tích cực,1
Kieu Linh,Mạng sử dụng rất tốt,4 năm trước,5 sao,Tích cực,1
At Da lat,Rất tốt,5 năm trước,5 sao,Tích cực,1
Phương Nguyen,mạng và truyền hình xài rất tốt,5 năm trước,5 sao,Tích cực,1
Thanh Khiêm Lê,Mạng và truyền hình sử dụng rất tốt,4 năm trước,5 sao,Tích cực,1
Đoàn Hải,mạng và truyền hình xài rất tốt,4 năm trước,5 sao,Tích cực,1
Thanh Nguyen,Mạng xài rất tốt,5 năm trước,5 sao,Tích cực,1
Hue Can,Mạng xài rất tốt,5 năm trước,5 sao,Tích cực,1
phong ho,Mang xai rat tot,5 năm trước,5 sao,Tích cực,1
Nhu Nguyen Hoang,Mạng xài rất tốt,5 năm trước,5 sao,Tích cực,1
điền văn,Mạng xài rất tốt,5 năm trước,5 sao,Tích cực,1
Kien La,Mạng xài rất tốt,4 năm trước,5 sao,Tích cực,1
pham chuc,Mạng xài rất tốt,4 năm trước,5 sao,Tích cực,1
Du Hung,Mạng xài rất tốt,4 năm trước,5 sao,Tích cực,1
Nhu Pham,Mạng xài rất tốt,4 năm trước,5 sao,Tích cực,1
Mai Nguyen,Mạng xài rất tốt,4 năm trước,5 sao,Tích cực,1
Khuong Nguyen,Mang xai rat tot,5 năm trước,5 sao,Tích cực,1
Văn Tuất Bùi,Mang xai rat tot,5 năm trước,5 sao,Tích cực,1
ngốc thuỳ,Mang xai rat tot,5 năm trước,5 sao,Tích cực,1
Phuong Ka Monica,Mang xai rat tot,5 năm trước,5 sao,Tích cực,1
Trịnh Ngọc Mai,Mạng xài rất tốt,5 năm trước,5 sao,Tích cực,1
Huỳnh Đức Nguyễn,Mạng xài rất tốt nhé,5 năm trước,5 sao,Tích cực,1
Bach Nhan Tran,Manfj xaif raats tors,4 năm trước,5 sao,Trung tính,2
Kiều Diễm,Mạng chạy tốt nhân viên nhiệt tình,một tháng trước,5 sao,Tích cực,1
Linh Tân,Chỉ tốt thời gian đầu thôi chứ hả thiết bị có hư cũng ko có đổi cho đâu dù lắp lâu rồi ko bảo hành gì cả hồi Mình bị hư box fx6( trắng ) ko đổi miễn phí cho đâu Mọi người lên trang tinhte tra fpt kém là ra 1 đống,một năm trước,1 sao,Tiêu cực,0
Bình Võ,"Mình thanh lý hợp đồng thì nhân viên nói là số tiền còn dư sẽ về địa phương khác lấy được nhưng thật ra khác tỉnh nên không có chuyện đó , thật bực mình",một năm trước,1 sao,Tiêu cực,0
art nest,"Fpt 42 lê thành phương lừa đảo gài khách hàng.trước mình có đăng ký nhưng do bận việc vợ ở nhà bị fpt gài ký hợp đồng qua điện thoại như ảnh,mà không có 1 bản hợp đồng giấy nào cam kết 2 bên.cụ thể là trước gói cước 215k/1m nhưng fpt tự nâng lên 53mb(giá 253k/1m) mình cũng bỏ qua sử dụng dc 1 tháng bắt đầu bóp băng thông vì do nhu cầu sử dụng ít nên mình cũng k quan tâm nhiều.sau 1 thời gian sử dụng vì lý do công việc và nhà không có người nên ra fpt tạm ngưng thì bên fpt giở trò bảo chỉ dc tạm ngưng 6 tháng và phải đặt cọc 1 số tiền.đến đây thì mình bảo vậy thì cắt luôn hợp đồng thì bên fpt bảo phải nộp phạt số tiền 1 triệu 100 ngàn .mình hỏi vì sao thì bên fpt nói hợp đồng của vợ mình ký 24 tháng.mà trong khi đó hợp đồng vợ mình ký như hình ảnh bên dưới qua điện thoại chứ chẳng có thêm 1 chút thông tin nào.qua đây các bạn đang muốn dùng wifi của fpt thì nên xem lại để lựa chọn 1 nhà cung cấp tốt hơn.mọi chi tiết mình sẽ review qua kênh Youtuber Go Vietnam và Vietnam Travel sau 1 thời gian tới.",4 năm trước,1 sao,Tiêu cực,0
owldindasimp,"Đóng tiền mạng đầy đủ mà tới nhà sửa 4 5 lần mạng vẫn lúc nghỉ lúc chạy,không làm được thì nghỉ luôn đi mắc dì ăn tiền rồi làm ăn như cc",2 năm trước,1 sao,Tiêu cực,0
TIến Phan,Mạng chạy rất tốt nhân viên hỗ trợ nhiệt tình,11 tháng trước,5 sao,Tích cực,1
Toyuota Tototo,Chỉ tốt thời gian đầu thôi chứ hả thiết bị có hư cũng ko có đổi cho đâu dù lắp lâu rồi ko bảo hành gì cả hồi tháng 5 Mình bị hư box fx6( trắng ) ko đổi miễn phí cho đâu Mọi người lên trang tinhte tra fpt kém là ra 1 đống,một năm trước,1 sao,Tiêu cực,0
long thien,"Càng ngày chương trình càng ít, mỗi lần cập nhật các thể loại phim ảnh đều cắt giảm bớt, trước thì cả hơn 20 trang phim, giờ chưa tới nổi 15 trang, thiết nghĩ lắp đặt xong chả làm đc gì, tệ",4 năm trước,1 sao,Tiêu cực,0
Uyen Le,"Thời đại công nghệ thế mà tạm ngưng sử dụng dịch vụ 2 tháng, khách hàng phải đem toàn bộ thiết bị lên cửa hàng FPT để làm thủ tục tạm ngưng. Tổng đài 19006600 nói chuyện với khách khi khách hỏi thông tin lại thoái thác đem hợp đồng lên cửa hàng FPT làm việc. Chẳng hạn như Vietel chỉ cần tạm thời không thanh toán cước phí tháng đó sẽ không bị phát sinh cước tháng tới. Không chỉ phải học hỏi mà phải học làm.",3 năm trước,1 sao,Tiêu cực,0
Tuấn Duy Lê,Mình đã dùng Wi-Fi FPT cáp quang tốc độ ổn định và nhân viên hỗ trợ kĩ thuật rất nhiệt tình. Xử lý lỗi trong vòng 2h - 4h đồng hồ. Good,4 năm trước,5 sao,Tích cực,1
minh gu,"Mạng rất mạnh, nhân viên lại hỗ trợ rất nhanh khi có sự cố nữa, mình đánh giá rất cáo",4 năm trước,5 sao,Tích cực,1
Bùi Văn Hoàng (Hoàng Vũ Laptop),"Một chi nhanh cung cấp đường truyền internet, tôi đã đến đây và làm việc dc 2 ngày cảm thấy đây là một nơi cũng ko tệ lắm",4 năm trước,5 sao,Tích cực,1
Hồng Thủy Lê,mạng tốt nhân viên hỗ trợ nhanh,một năm trước,5 sao,Tích cực,1
Quoc Pham,"Truyền hình FPT xem quá đã, đủ thể loại bóng đá. Ku bạn nhân viên tư vấn thật có tâm",6 năm trước,5 sao,Tích cực,1
Brend Nash,tôi lên tạm ngưng dịch vụ nhưng không được hỗ trợ nhiều,3 năm trước,3 sao,Trung tính,2
Quang Thuan,"Mạng chập chờn, đặc biết lag cực điểm vào ban đêm.",2 năm trước,1 sao,Tiêu cực,0
Nhi Tuyết,"Lắp đặt nhanh chóng, chăm sóc sữa lỗi quá nhanh quá nguy hiểm.",6 năm trước,5 sao,Tích cực,1
phat Hoang Danh,"Tôi đã từng sử sụng FPT, chất lượng và con người bên đó tuyệt vời",4 năm trước,5 sao,Tích cực,1
Phương Phạm,Có 1 cái remote fpt box mà hơn 1 tháng ko có hàng,3 năm trước,1 sao,Tiêu cực,0
Huế Chanel,"Lắp nhanh, nhân viên nhiệt tình vui vẻ",4 năm trước,5 sao,Tích cực,1
Dương thị Huyền Trang,"Bạn nhân viên tư vấn nhiệt tình, vui vẻ",6 năm trước,5 sao,Tích cực,1
che si Duong,Phục Phục vụ nhiệt tình   nhận viên vui vẻ,6 năm trước,4 sao,Tích cực,1
Quang Ngọc,"Tốt ^^ , Nhân viên thân thiện , nhiệt tình",5 năm trước,5 sao,Tích cực,1
Duy Do,Cty pro lắm các bác ợ,7 năm trước,5 sao,Tích cực,1
Bao Gia,Quá tệ,2 năm trước,1 sao,Tiêu cực,0
Thật Phạm Hoàng,Dịch vụ tốt. Ổn định,4 năm trước,5 sao,Tích cực,1
Hiep Nguyen,Mạng rất tốt,2 năm trước,5 sao,Tích cực,1
Giới Dương văn,Dịch vụ tốt.,3 năm trước,5 sao,Tích cực,1
Truong Bk,Rất tuyệt vời,4 năm trước,5 sao,Tích cực,1
Nhì Trần,Chả thích... chán...,một năm trước,2 sao,Tiêu cực,0
MAN LE,Quán cháo bò đối diện FPT,3 năm trước,5 sao,Trung tính,2
nguyen thanh an Nguyen,Mạng chạy tốt,6 năm trước,5 sao,Tích cực,1
NGÂN PHAN,CHỈ MỘT CHỮ TỆ...,4 năm trước,1 sao,Tiêu cực,0
Quân Trần Ngọc,chất lượng dịch vụ tốt,5 năm trước,5 sao,Tích cực,1
hoangtam le,Dịch vụ quá tệ,3 năm trước,1 sao,Tiêu cực,0
Lắng Nghe,Mạng quá lag,4 năm trước,1 sao,Tiêu cực,0
HPT House,Quá phê,4 năm trước,5 sao,Tích cực,1
Hiếu Thượng Bùi Trung,Rất tốt,4 năm trước,5 sao,Tích cực,1
Tấn Khải Đỗ,"Đã lắp, nên lắp đặt",6 năm trước,5 sao,Tích cực,1
Quân Trần,chất lượng tốt,3 năm trước,5 sao,Tích cực,1
김정근,Rất thích hợp làm tòa nhà văn phòng Có văn phòng với nhiều quy mô khác nhau. Ngoài ra còn có rất nhiều công ty du lịch Hàn Quốc. Nhưng thang máy rất chậm Và thiếu nhà vệ sinh.,một năm trước,3 sao,Trung tính,2
Son Hai,Alô vậy vậy,7 năm trước,5 sao,Trung tính,2
Albert Bay,"Thanh toán và ký kết thỏa thuận Internet. Nếu bạn quên số hợp đồng, hãy chụp ảnh mã vạch của bộ định tuyến",4 năm trước,4 sao,Trung tính,2
