Review Name,Review Text,Review Time,Rating
Thục uyên Huỳnh,"Nhân viên thái độ, làm ăn gian dối, lừa đảo, gài lừa tiền khách hàng",8 tháng trước,1 sao
Huy Tran,Bắt mạng k nói gì cả. Tới khi hủy thì bảo dùng chưa đủ 2 năm đòi phải gần 1 chịu,11 tháng trước,1 sao
Lucky heart,Dịch vụ hỗ trợ khách hàng thân thiện. Wifi khỏe thỉnh thoảng hơi yếu nhưng được hỗ trợ miễn phí nên ok.,một năm trước,5 sao
Phon Phạm,"Mạng dùng quá tuyệt vời , dịch vụ hỗ trợ tốt",một năm trước,5 sao
le duc binh,"Mạng dùng ổn định, nhân viên nhiệt tình.",2 năm trước,5 sao
Meat T-Fresh,chất lượng tốt và dịch vụ chăm sóc khách hàng xịn xò,2 năm trước,5 sao
Huy Nguyễn,"Dịch vụ hỗ trợ nhanh, gọi là có.",một năm trước,5 sao
Tuandat Do,"Mạng dùng ok, nhân viên nhiệt tình",2 năm trước,5 sao
Sỹ Nguyễn,"mang dung ok, nhan vien nhiet tinh, lap dat nhanh",2 năm trước,5 sao
Chau Hai,"chất lượng khá tốt , wiif ổn định, cảm ơn công ty",3 năm trước,5 sao
luan nguyen,"Mạng dùng ổn định, hổ trợ nhanh chóng",3 năm trước,5 sao
Nguyễn Việt Hoàng,"Dịch vụ tốt, mạng ổn định",một năm trước,5 sao
Hai Thieu,"Mạng dùng ok, nhân viên nhiệt tình",2 năm trước,5 sao
Công Hùng Phan,"lắp đặt nhanh, nhân viên chu đáo.",3 năm trước,5 sao
Công Hùng Phan,"chất lượng ok, chuyên nghiệp, triển khai nhanh",3 năm trước,5 sao
HUY NGUYỄN,Nhân viên bán hàng uy tín.,3 năm trước,5 sao
Nguyễn Đại Nghĩa BHNT Cathay Life,Dùng rất ok luôn.,2 năm trước,5 sao
Nguyễn Xuân Thanh (NXT),Lua dao dung camera,3 năm trước,1 sao
Nguyen Dung,Tuyệt vời,3 năm trước,5 sao
Quang Tuan,Địa chỉ dã mạo,2 năm trước,1 sao
Trần Dũng,"Quá tệ khi hết hợp đồng, tụi nhân viên kinh doanb lừa đảo khách hàng bảo 6 tháng thôi nó quất 1 năm, kêu hủu nó k cho huỷ , cm no",một tuần trước,1 sao
Huynh Huyen,"Nhắc nhở cho các bạn muốn đăng ký mới, nếu muốn hủy gói cước nhà mạng này cực kỳ khó khăn. Đây là câu chuyện của tôi cho các bạn tham khảo: Vì lý do khách quan phải chuyển nhà sang tỉnh khác kế bên, nên tôi phải điện lên tổng đài hai lần báo vẫn không cho hủy, rồi yêu cầu ra quầy giao dịch để nói chuyện. Ra tới quầy vẫn không cho hủy, bắt đi tìm người thay thế gói cước cho mình. Tôi cũng hỏi thăm tìm người thay mà không có, làm hết cách tôi xin tạm dừng cũng không cho nên đành trả nhà về quê(mặc dù cước tôi đã đóng gói 7 tháng, nhưng mới sài được 5 tháng). Để vậy tới tháng thứ 8, chắc là do chưa thấy đóng tiền mạng, nên nhân viên nhà mạng điện cho tôi. Qua lại rất nhiều lần với các nhân viên khác nhau (từ nhân viên chi nhánh, đến tổng đài dịch vụ điện thoại tôi liên tục....), nhưng điểm chung là đều bảo tôi đóng phí cước tháng 8 đó trong khi tôi không dùng, nói chung là chỉ quan tâm đến tiền chứ không quan tâm gì đến khách hàng có dùng dịch vụ mình ổn không. Rồi cũng có 1 anh báo là sẽ đóng hợp đồng với lý do là ""không phát sinh lưu lượng"" trong nhiều tháng. Ảnh bảo tôi đóng tiền nợ tháng 8 đó đi rồi sẽ ngưng dịch vụ. Tôi thực hiện chuyển khoản ngay, và cứ nghĩ như vậy là đã kết thúc. Nhưng không, ức chế vẫn còn kéo dài vì cái router, vì tôi chuyển sang tỉnh khác, nhân viên ở ĐN báo không lấy được router, yêu cầu tôi ra quầy để nộp lại. Nhưng vì công việc bận, không có thời gian ra ĐN để trả. Đến tháng thứ 9 tiếp tục có nhân viên gọi báo nộp cước tháng 9, trong khi tháng 8 đã báo ngừng sử dụng dịch vụ. Tôi ra quầy thì nhân viên lại ca lại bài cũ, vì sao hủy, rồi tìm người thay thế, đền bù hợp đồng..... thiệt quá mệt mỏi, cuối cùng sau một hồi giải thích các kiểu thì yêu cầu tôi đóng cước tháng 9 với lý do không trả router trong tháng trước thì mới cho tôi hủy hợp đồng. Lần này xem như tôi sai vì không kịp trả thiết bị, nên đồng ý đóng tiền.  Tóm lại tôi không chê chất lượng mạng FPT, vì đã dùng cũng gần 3 năm rồi. Tôi chỉ chê cách nhà mạng này giải quyết vấn đề một cách cứng nhắc, chăm sóc khách hàng tệ, nhân viên chỉ quan tâm tiền, tiền.. mà không quan tâm nhu cầu khách hàng của mình đã đáp ứng được chưa. Và mỗi lần trao đổi gặp gỡ là một nhân viên khác nhau, và lại trình bày 1 vấn đề lặp đi lặp lại quá mệt mỏi cho khách hàng. Khi thấy khách hàng không dùng dịch vụ, chưa đóng tiền thì nhân viên niềm nở hỏi thăm, có vấn đề rồi thì đẩy qua đẩy lại các bộ phận khác, trông quá giả tạo.",4 tháng trước,1 sao
Vĩnh Nguyễn Bá,"Đã gọi và lên trụ sở để hủy gói wf nhưng cả dàn nhân viên trốn tránh không chịu làm việc. Đứa nào như đứa đó nói không không rồi không chịu giải quyết cho khách hàng. Công ty lớn nhưng gọi lúc nào cũng báo nhân viên bận, nhân viên bận ""thịt"" nhau hay gì?",5 tháng trước,1 sao
duyen anh vu,"Dịch vụ siêu tệ, mạng rất yếu và kém chất lượng. Truyền thông thì bảo mạng mạnh nhất, nhưng video call thì cà giật, kết nối yếu, mạng rớt liên tục. Giờ báo huỷ thì bảo hợp đồng chưa đủ 6 tháng phải phạt tiền. Làm ăn lừa đảo !",6 tháng trước,1 sao
Thắng Vũ,Mạng thì yếu. Nhân viên khó chịu với khách. Tôi không thích dùng mạng này,5 tháng trước,1 sao
Vlog Lâm Nguyễn,1 nhà mạng lớn mà làm việc bằng mồm thế kia thì thua rồi,2 tháng trước,1 sao
Nguyen Cathy,"Trước khi lắp đặt, nhân viên không hề tư vấn về thời hạn hợp đồng cũng như các trường hợp xảy ra khi cắt hợp đồng, khi mình dùng 1 năm k có nhu cầu dùng tiếp muốn hủy hợp đồng thì bắt đền bù hơn 1tr. Mình dùng tiếng đến 2 năm hết hạn hợp đồng muốn hủy lại làm khó làm dễ bắt phải kiếm ng thay thế, không tư vấn đến quầy để hủy. Thái độ nhân viên quá tệ, lừa đảo ng tiêu dùng, mạng không ổn định. Mn nên né gấp",7 tháng trước,1 sao
Xuân Thái,"Cạn lời, muốn huỷ hợp đồng phải bắt qua tới trụ sở chính, chi nhánh cũng không chấp nhận, xin hứa ko bao giờ sử dụng sản phẩm của FPT nữa.",7 tháng trước,1 sao
HOÀNG NGUYỄN,"ngày 8/8/2023 có đến chi nhánh đường 2/9 để cắt mạng, dùng 8 ngày đòi tính tiền 1 tháng, nộp 8 ngày không chịu lấy, tôi có bỏ lại thiết bị tại quầy, bảo vệ giật tay tôi mạnh ép tôi lấy thiết bị về còn nói lấy về mới thả tay ra, fpt làm ăn mất dạy, nhân viên hỗn láo, gọi tổng đài thì tổng đài báo dùng 8 ngày tính tiền 8 ngày đến khi ra quầy thanh toán thì làm 1 nẻo, thái độ với khách hàng đến huỷ hợp đồng quá giang hồ. mọi người dùng thì cẩn thận cắt mạng chứ tới nó đánh thêm.",một năm trước,1 sao
Nguyen Hai (Hai architect),"Nhà mạng FPT làm ăn mất uy tín, mạng thì chậm, hỏng thường xuyên, gọi kỹ thuật sửa cả chục lần vẫn không khắc phục được, đến lúc bực quá báo thanh lý hợp đồng thì nhân viên bảo tự mang thiết bị đến văn phòng này trả lại và làm thanh lý hợp đồng. Lúc lắp thì kỹ thuật đến lắp, cao tút trần nhà, mà lúc tháo bắt chủ nhà tự bắt thang lên tháo mang trả, vô trách nhiệm. Chỉ dùng có 6 ngày của tháng 9 mà bắt phải đóng phí cả tháng 9 mới cho thanh lý hợp đồng, còn bảo là khách hàng thân thiết này nọ, dùng nhiều năm liền mà đối xử với khách như vậy. Quá thất vọng cho cách làm ăn của nhà mạng FPT. Từ nay sẽ không bao giờ sử dụng bất cứ sản phẩm, dịch vụ nào của FPT nữa.",một năm trước,1 sao
Nhi Vũ Cát,"Né gấp nha mọi người, dịch vụ bên này lúc bắt wf thì nhanh lắm không tư vấn bất kì thông tin gì đến lúc không dùng nữa đến huỷ thì bảo hợp đồng chi này kia các thứ :))) trong khi đó lúc đầu không hề đề cập đến hợp đồng và cũng không hề tư vấn rằng hết hợp đồng 24 tháng mới được hoàn cọc nếu huỷ trước phải đóng phạt 1 triệu mấy đó, chăm sóc khách hàng quá tệ :)) né gấp",9 tháng trước,1 sao
Myna Do,"Đăng kí gói 6th, đến lúc ko cần dùng đến mạng nữa thì gọi lên tổng đài bảo cắt thì bắt phải dùng 24 tháng vì hợp đồng 24th. Và mình thản nhiên để đó luôn không quan tâm. Đến hôm nay nvien nhắn tin đòi tiền cước. Trong khi đó hợp đồng thì sale chỉ gửi qa zalo, ko hề thông báo là HD 2 năm. Lừa đảo riết quennn.",một năm trước,1 sao
Hạ Vũ Từ,"Thậm tệ, chưa bgio thấy dịch vụ nào chèn ép khách hàng, nhân viên thì thái độ lồi lõm",7 tháng trước,1 sao
LING,"Trước khi lắp đặt, nhân viên không hề tư vấn về thời hạn hợp đồng cũng như các trường hợp xảy ra khi cắt hợp đồng. Khi lắp đặt, Nhân viên kỹ thuật cầm máy điện thoại khách hàng rồi cài đặt hay chấp nhận điều khoản gì khách hàng cũng ko biết luôn. Nhưng khi đi báo cắt hợp đồng thì buộc khách hàng phải đóng phí bồi thường hơn 1tr (vì chưa hết 2 năm hợp đồng) thì mới giải quyết. Và mặc dù đã báo cắt rất nhiều lần vì ko sử dụng và ko phát sinh cước trong nhiều tháng nhưng nhân vẫn kiên quyết là nếu ko đóng hơn 1tr tiền bồi thường đó thì vẫn tiếp tục tính phí sử dụng internet các tháng tiếp theo.",một năm trước,1 sao
41 Nguyễn Thị Cẩm Ly,Nhân viên không chịu hủy hợp đồng dù đã nộp tiền đầy đủ và đã thông báo hủy và cắt từ tháng trước nhưng vì có việc bận bên ngoài nên tháng sau mới đi tới làm thủ tục. Bắt buộc phải nộp luôn tháng hiện tại mới cho làm thủ tục.,một năm trước,1 sao
Đạt Nguyễn,"nhân viên thái độ lòi lõm, dịch vụ tệ nhất từng thấy, né gấp đi mn",7 tháng trước,1 sao
giang chung đỗ,"Nếu gọi là dịch vụ kém và nhân viên giao dịch tại văn phòng kém, thì mạng còn kém hơn. Nói phét hứa giỏi còn lại đều kém",một năm trước,1 sao
Thảo NT Phương,Làm việc thiếu chuyên nghiệp. Nhân viên k tôn trọng khách hàng. Không bao giờ có lần sau,một năm trước,1 sao
Top10DANANG,Nhà mạng phục vụ rất nhanh chóng khi người dùng có nhu cầu liên hệ. Mạng internet ổn định,một năm trước,5 sao
Anh Nguyen,"Mạng thì yếu, giá cước thì cao quá mức trung bình, nhân viên hỗ trợ kh kém, nhà mạng tệ nhất VN",2 năm trước,1 sao
Easyrider Danang Trong “Easyrider Danang”,Mọi dịch vụ và nhân viên phục vụ đều rất tốt theo yêu cầu khách hàng.,2 năm trước,5 sao
Ly khánh,Lừa đảo,6 tháng trước,1 sao
Anh Huy Trần,"Nhân viên chăm sóc nhiệt tình, mạng fpt rất mạnh",một năm trước,5 sao
cương nguyễn viết,dịch vụ chăm sóc khách hàng tốt,một năm trước,5 sao
Nguyễn Văn Hoàng Long,Chất lượng sản phẩm tuyệt vời,một năm trước,5 sao
Tú Nguyễn,dùng fpt ok á,một năm trước,5 sao
Ken Davis,"Mục đích duy nhất của trang phục này là lừa đảo khách hàng của mình. Thật không may, nhiều người còn trẻ và đang học đại học ở Đà Nẵng như con gái tôi",6 tháng trước,1 sao
nong dan,"Nhân viên chăm sóc khách hàng còn trẻ, khá thiếu năng lực. Nói như cái máy. Lãng phí thời gian đến đây.  Hãy cẩn thận khi đăng ký dịch vụ mạng tại đây vì có những ràng buộc theo hợp đồng.",một năm trước,1 sao
Minh Tuấn Phạm,"Dịch vụ rất tốt, quan tâm khách hàng, thái độ rất chuyên nghiệp!!!",một năm trước,5 sao
Son Hai,Nhân viên nhiệt tình cởi mở. Dịch vụ ối giời ơi... tuyệt vời,một năm trước,5 sao
Minh Thùy Trần Thị,"Dịch vụ đáng sử dụng, trên cả tuyệt vời",một năm trước,5 sao
toàn titan,"Dịch vụ tốt, chuyên nghiệp, uy tín lắm",một năm trước,5 sao
dang nghia do,chất lượng phục vụ tốt nhé mọi người.,một năm trước,5 sao
Phi Le Ba,"Dịch vụ tốt, chăm sóc KH tốt",một năm trước,5 sao
Lê Thị Thùy Dương,Tuyệt vời,một năm trước,5 sao
Dat Tran,FPT QB rất tốt,một năm trước,5 sao
Thái Sơn Phạm,TUYỆT VỜI,một năm trước,5 sao
Huy Gia,Rất tốt,một năm trước,5 sao
nguyễn hải đăng,Tuyệt vời,một năm trước,5 sao
duan le,"Tôi mới lắp mạng fpt chất lượng khá tốt , dịch vụ nhanh chóng . Nhân viên quá tuyệt vời",2 năm trước,5 sao
Ngọc Trọng,mạng ổn định . nhân viên nhiệt tình,2 năm trước,5 sao
nguyen huy hoang nguyen huy,"Mạng wifi rất tốt ,nhân viên rất nhiệt tình ,chu đáo ,chăm sóc khách hàng rất tốt .",2 năm trước,5 sao
Thùy Ngân Bùi,Tôi thấy nhân viên nhiệt tình và chất lượng phát sóng wifi tốt,2 năm trước,5 sao
Mỹ Duyên Lương,"Sản phẩm tuyệt vời,nhân viên nhiệt tình",2 năm trước,5 sao
Lan Đoàn,"Mạng ổn , chất lượng cáp quang tuyệt vời , fpt mãi đỉnh",2 năm trước,5 sao
VINH Le,Chat luong san phan dich vụ quá tuyêt,2 năm trước,5 sao
Thắm Hồ Thị Mỹ,"Dịch vụ tuyệt vời, 10 điểm",một năm trước,5 sao
Ha Tran,Mạng ổn định. Nên dùng,2 năm trước,5 sao
Nhat Le,Quá tuyệt vời. Fpt mãi đỉnh,2 năm trước,5 sao
Mi Phan Thảo,"Mạnh cực nhanh, truyền hình đặc sắc và camera cực nét",2 năm trước,5 sao
duong anh,Rất hài lòng,2 năm trước,5 sao
khanh tran quoc,Sản phẩm tuyệt vời,2 năm trước,5 sao
Thái Hưng Nguyễn,MẠNG RẤT TỐT VÀ ỔN ĐỊNH,5 năm trước,5 sao
Hòa Nguyễn Quang,Quá đỉnh,2 năm trước,5 sao
Nhat Chi Mai,Tốt!,2 năm trước,5 sao
